oid,name,entity,access,risk_level,recommended_role,danger_signals,description
1.3.6.1.4.1.3902.1082.500.4.2.2.8.1.5,zxAnPonOnuPerfRiseWarnClrThresh,entity.zte.gpon.device.onu,read-create,HIGH,engineer,provisioning(read-create),The threshold for rising warning restore.
1.3.6.1.4.1.3902.1082.500.4.2.2.8.1.4,zxAnPonOnuPerfRiseWarnThresh,entity.zte.gpon.device.onu,read-create,HIGH,engineer,provisioning(read-create),The threshold for rising warning.
1.3.6.1.4.1.3902.1082.500.4.2.2.8.1.10,zxAnPonOnuPerfThreshUsed,entity.zte.gpon.device.onu,read-create,HIGH,engineer,provisioning(read-create),The threshold used flag for falling alarm restore.
1.3.6.1.4.1.3902.1082.500.1.2.2.2.1.4,zxAnPonOnuTypeAttr1,entity.zte.gpon.device.onu,read-create,HIGH,engineer,provisioning(read-create),"For EPON: This attribute indicates protect type, 1-none, 2-typeC, 3-typeD, default value is 1."
1.3.6.1.4.1.3902.1082.500.1.2.2.2.1.13,zxAnPonOnuTypeAttr10,entity.zte.gpon.device.onu,read-create,HIGH,engineer,provisioning(read-create),A set of capabilities information about ONU.
1.3.6.1.4.1.3902.1082.500.1.2.2.2.1.5,zxAnPonOnuTypeAttr2,entity.zte.gpon.device.onu,read-create,HIGH,engineer,provisioning(read-create),"For EPON: This attribute indicates speed, 1-1G, 2-10G Symmetric, 3-10G Asymmetric, default value is 1."
1.3.6.1.4.1.3902.1082.500.1.2.2.2.1.6,zxAnPonOnuTypeAttr3,entity.zte.gpon.device.onu,read-create,HIGH,engineer,provisioning(read-create),"For EPON: This attribute indicates ONU auto dispatch enable status, 1-enable, 2-disable, default value is 1."
1.3.6.1.4.1.3902.1082.500.1.2.2.2.1.7,zxAnPonOnuTypeAttr4,entity.zte.gpon.device.onu,read-create,HIGH,engineer,provisioning(read-create),"For GPON: This attribute indicates maximum number of flow per switch, default value is 255."
1.3.6.1.4.1.3902.1082.500.1.2.2.2.1.8,zxAnPonOnuTypeAttr5,entity.zte.gpon.device.onu,read-create,HIGH,engineer,provisioning(read-create),For GPON: This attribute indicates maximum number of IP host.
1.3.6.1.4.1.3902.1082.500.1.2.2.2.1.9,zxAnPonOnuTypeAttr6,entity.zte.gpon.device.onu,read-create,HIGH,engineer,provisioning(read-create),"For GPON: This attribute indicates service ability of ONU type, there are three service mode :N:1,1:M,1:P."
1.3.6.1.4.1.3902.1082.500.1.2.2.2.1.10,zxAnPonOnuTypeAttr7,entity.zte.gpon.device.onu,read-create,HIGH,engineer,provisioning(read-create),The OLT OMCI management mode.
1.3.6.1.4.1.3902.1082.500.1.2.2.2.1.11,zxAnPonOnuTypeAttr8,entity.zte.gpon.device.onu,read-create,HIGH,engineer,provisioning(read-create),A set of capabilities information about ONU.
1.3.6.1.4.1.3902.1082.500.1.2.2.2.1.12,zxAnPonOnuTypeAttr9,entity.zte.gpon.device.onu,read-create,HIGH,engineer,provisioning(read-create),A set of capabilities information about ONU.
1.3.6.1.4.1.3902.1082.500.1.2.2.2.1.3,zxAnPonOnuTypeDesc,entity.zte.gpon.device.onu,read-create,HIGH,engineer,provisioning(read-create),Description of ONU type.
1.3.6.1.4.1.3902.1082.500.1.2.2.2.1.2,zxAnPonOnuTypePonType,entity.zte.gpon.device.onu,read-create,HIGH,engineer,provisioning(read-create),PON type.There are two types: -epon: Ethernet Passive Optical Network -gpon: Gigabit-Capable PON.
1.3.6.1.4.1.3902.1082.500.1.2.4.1.4.1.2,zxAnPortRogueOnuAutoCloseEnable,entity.zte.gpon.device.onu,read-write,HIGH,operator,service-affecting:enable,The rogue ONU shutdown mode.
1.3.6.1.4.1.3902.1082.500.1.2.4.1.4.1.3,zxAnPortRogueOnuDetectEnable,entity.zte.gpon.device.onu,read-write,HIGH,operator,service-affecting:enable,The rogue ONU detection mode.
1.3.6.1.4.1.3902.1082.500.1.2.4.1.4.1.1,zxAnPortRogueOnuLocatingEnable,entity.zte.gpon.device.onu,read-write,HIGH,operator,service-affecting:enable,The rogue ONU locating mode.
1.3.6.1.4.1.3902.1082.500.1.2.4.1.2.1.4,zxAnRogueOnuAutoCloseEnable,entity.zte.gpon.device.onu,read-write,HIGH,operator,service-affecting:enable,This object indicates the rogue ONU shutdown mode.
1.3.6.1.4.1.3902.1082.500.1.2.4.1.2.1.2,zxAnRogueOnuDetectEnable,entity.zte.gpon.device.onu,read-write,HIGH,operator,service-affecting:enable,This object indicates the rogue ONU detection mode.
1.3.6.1.4.1.3902.1082.500.1.2.4.1.2.1.3,zxAnRogueOnuLocatingEnable,entity.zte.gpon.device.onu,read-write,HIGH,operator,service-affecting:enable,This object indicates the rogue ONU locating mode.
1.3.6.1.4.1.3902.1082.10.1.2.4.1.6,zxAnCardAdminStatus,entity.zte.gpon.hardware.card,read-create,HIGH,operator,service-affecting:adminstatus,This MIB is defined for the card admin status on the card.
1.3.6.1.4.1.3902.1082.10.1.2.8.1.1,zxAnCardBladeAdminStatus,entity.zte.gpon.hardware.card,read-write,HIGH,operator,service-affecting:adminstatus,The administrative status of the card blade.
1.3.6.1.4.1.3902.1082.10.1.2.4.1.2,zxAnCardConfMainType,entity.zte.gpon.hardware.card,read-create,HIGH,engineer,provisioning(read-create),The main card type to config on the slot.
1.3.6.1.4.1.3902.1082.10.1.2.4.1.10,zxAnCardCpuLoadThreshold,entity.zte.gpon.hardware.card,read-create,HIGH,engineer,provisioning(read-create),"The CPU load threshold of this board.When zxAnCardCpuLoad is higher than zxAnCardCpuLoadThreshold,zxAnChassisCardCpuOverloadAlm trap should be generated by agen…"
1.3.6.1.4.1.3902.1082.10.10.2.1.10.1.1,zxAnCardEnvAlmPrf,entity.zte.gpon.hardware.card,read-create,HIGH,engineer,provisioning(read-create),The performance alarm threshold profile.
1.3.6.1.4.1.3902.1082.10.10.2.1.9.1.10,zxAnCardEnvClrFallAlmThresh,entity.zte.gpon.hardware.card,read-create,HIGH,engineer,provisioning(read-create),The threshold for falling alarm restore.
1.3.6.1.4.1.3902.1082.10.10.2.1.9.1.8,zxAnCardEnvClrFallWarnThresh,entity.zte.gpon.hardware.card,read-create,HIGH,engineer,provisioning(read-create),The threshold for falling warning restore.
1.3.6.1.4.1.3902.1082.10.10.2.1.9.1.4,zxAnCardEnvClrRiseAlmThresh,entity.zte.gpon.hardware.card,read-create,HIGH,engineer,provisioning(read-create),The threshold for rising alarm restore.
1.3.6.1.4.1.3902.1082.10.10.2.1.9.1.6,zxAnCardEnvClrRiseWarnThresh,entity.zte.gpon.hardware.card,read-create,HIGH,engineer,provisioning(read-create),The threshold for rising warning restore.
1.3.6.1.4.1.3902.1082.10.10.2.1.9.1.9,zxAnCardEnvFallAlmThresh,entity.zte.gpon.hardware.card,read-create,HIGH,engineer,provisioning(read-create),The threshold for falling alarm.
1.3.6.1.4.1.3902.1082.10.10.2.1.9.1.7,zxAnCardEnvFallWarnThresh,entity.zte.gpon.hardware.card,read-create,HIGH,engineer,provisioning(read-create),The threshold for falling warning.
1.3.6.1.4.1.3902.1082.10.10.2.1.9.1.3,zxAnCardEnvRiseAlmThresh,entity.zte.gpon.hardware.card,read-create,HIGH,engineer,provisioning(read-create),The threshold for rising alarm.
1.3.6.1.4.1.3902.1082.10.10.2.1.9.1.5,zxAnCardEnvRiseWarnThresh,entity.zte.gpon.hardware.card,read-create,HIGH,engineer,provisioning(read-create),The threshold for rising warning.
1.3.6.1.4.1.3902.1082.10.1.2.4.1.14,zxAnCardInvSn,entity.zte.gpon.hardware.card,read-create,HIGH,engineer,provisioning(read-create),The serial number of this card.
1.3.6.1.4.1.3902.1082.10.1.2.4.1.12,zxAnCardMemUsageThreshold,entity.zte.gpon.hardware.card,read-create,HIGH,engineer,provisioning(read-create),The memory usage threshold of this board.
1.3.6.1.4.1.3902.1082.10.1.2.4.1.38,zxAnCardOperatorCode,entity.zte.gpon.hardware.card,read-create,HIGH,engineer,provisioning(read-create),The operator code of the card.
1.3.6.1.4.1.3902.1082.10.1.2.4.1.24,zxAnCardPowerSavingEnable,entity.zte.gpon.hardware.card,read-create,HIGH,operator,service-affecting:enable,Enable or disable the power saving of the card.
1.3.6.1.4.1.3902.1082.10.1.2.4.1.39,zxAnCardSubCardName,entity.zte.gpon.hardware.card,read-create,HIGH,engineer,provisioning(read-create),The clock sub card on main board.
1.3.6.1.4.1.3902.1082.10.10.2.4.11.1.4,zxAnEnvFanAdminStatus,entity.zte.gpon.hardware.fan,read-write,HIGH,operator,service-affecting:adminstatus,The administrative status of the fan unit singly.
1.3.6.1.4.1.3902.1082.10.10.2.4.10.1.18,zxAnFanTrayAdminStatus,entity.zte.gpon.hardware.fan,read-write,HIGH,operator,service-affecting:adminstatus,The administrative status of the fan tray.
1.3.6.1.4.1.3902.1082.10.10.2.4.10.1.1,zxAnFanTrayAlarmBeepEnable,entity.zte.gpon.hardware.fan,read-write,HIGH,operator,service-affecting:enable,The control status of the fan alarm beep.
1.3.6.1.4.1.3902.1082.30.40.1.2,zxAnOptModuleIfShutdownUnplugEn,entity.zte.gpon.hardware.optical_module,read-write,HIGH,operator,service-affecting:shutdown,Indicates whether the zxAnOpticalModuleUnpluggedAlm should be generated when the port the optical module plugged in has been shutdown.
1.3.6.1.4.1.3902.1082.30.40.2.2.1.6,zxAnOpticalBiasCurrLowerThresh,entity.zte.gpon.hardware.optical_module,read-create,HIGH,engineer,provisioning(read-create),The lower limit threshold on optical modules bias current.The alarm should be generated when zxAnOpticalBiasCurrent is lower than this threshold.
1.3.6.1.4.1.3902.1082.30.40.2.2.1.7,zxAnOpticalBiasCurrUpperThresh,entity.zte.gpon.hardware.optical_module,read-create,HIGH,engineer,provisioning(read-create),The upper limit threshold on optical modules bias current.
1.3.6.1.4.1.3902.1082.30.40.2.2.1.13,zxAnOpticalModuleConfClass,entity.zte.gpon.hardware.optical_module,read-create,HIGH,engineer,provisioning(read-create),The optical module configured class.
1.3.6.1.4.1.3902.1082.30.40.2.6.1.4,zxAnOpticalModuleConfProperty,entity.zte.gpon.hardware.optical_module,read-create,HIGH,engineer,provisioning(read-create),The property of the table record.
1.3.6.1.4.1.3902.1082.30.40.2.6.1.11,zxAnOpticalModuleConfTechNorms,entity.zte.gpon.hardware.optical_module,read-create,HIGH,engineer,provisioning(read-create),The optical module configured technical norms.
1.3.6.1.4.1.3902.1082.30.40.2.6.1.3,zxAnOpticalModuleConfiguredClass,entity.zte.gpon.hardware.optical_module,read-create,HIGH,engineer,provisioning(read-create),The optical module configured class.
1.3.6.1.4.1.3902.1082.30.40.2.2.1.12,zxAnOpticalOfflineTrapEnable,entity.zte.gpon.hardware.optical_module,read-create,HIGH,operator,service-affecting:enable,Indicates whether optical module is online/offline traps should be generated for this interface.
1.3.6.1.4.1.3902.1082.30.40.2.2.1.2,zxAnOpticalRxPwrLowerThresh,entity.zte.gpon.hardware.optical_module,read-create,HIGH,engineer,provisioning(read-create),The lower limit threshold on input optical power.
1.3.6.1.4.1.3902.1082.30.40.2.2.1.3,zxAnOpticalRxPwrUpperThresh,entity.zte.gpon.hardware.optical_module,read-create,HIGH,engineer,provisioning(read-create),The upper limit threshold on input optical power.
1.3.6.1.4.1.3902.1082.30.40.2.2.1.10,zxAnOpticalTempLowerThresh,entity.zte.gpon.hardware.optical_module,read-create,HIGH,engineer,provisioning(read-create),The lower limit threshold on optical modules temperature.
1.3.6.1.4.1.3902.1082.30.40.2.2.1.11,zxAnOpticalTempUpperThresh,entity.zte.gpon.hardware.optical_module,read-create,HIGH,engineer,provisioning(read-create),The upper limit threshold on optical modules temperature.
1.3.6.1.4.1.3902.1082.30.40.2.2.1.4,zxAnOpticalTxPwrLowerThresh,entity.zte.gpon.hardware.optical_module,read-create,HIGH,engineer,provisioning(read-create),The lower limit threshold on output optical power.
1.3.6.1.4.1.3902.1082.30.40.2.2.1.5,zxAnOpticalTxPwrUpperThresh,entity.zte.gpon.hardware.optical_module,read-create,HIGH,engineer,provisioning(read-create),The upper limit threshold on output optical power.
1.3.6.1.4.1.3902.1082.10.10.2.3.1.1,zxAnEnvEmergencyPowerSaveEnable,entity.zte.gpon.hardware.power_supply,read-write,HIGH,operator,service-affecting:enable,Enables or disables the emergency power saving.
1.3.6.1.4.1.3902.1082.10.10.2.5.3.1.3,zxAnEnvDevMonSwitchTrapEnable,entity.zte.gpon.hardware.sensor,read-write,HIGH,operator,service-affecting:enable,Enables or disables the environment device abnormal trap.
1.3.6.1.4.1.3902.1082.10.10.2.5.2.1.2,zxAnEnvDeviceName,entity.zte.gpon.hardware.sensor,read-create,HIGH,engineer,provisioning(read-create),The name of the environment device.
1.3.6.1.4.1.3902.1082.10.10.2.1.13.1.1,zxAnEnvOverheatProtectEnable,entity.zte.gpon.hardware.sensor,read-write,HIGH,operator,service-affecting:enable,Enables or disables the environment overheat protection function.
1.3.6.1.4.1.3902.1082.10.1.2.3.1.7,zxAnLogicShelfNo,entity.zte.gpon.hardware.shelf,read-create,HIGH,engineer,provisioning(read-create),The logic Shelf number
1.3.6.1.4.1.3902.1082.10.1.2.3.1.4,zxAnShelfConfType,entity.zte.gpon.hardware.shelf,read-create,HIGH,engineer,provisioning(read-create),The configuration shelf type.
1.3.6.1.4.1.3902.1082.10.1.2.3.1.5,zxAnShelfInvSn,entity.zte.gpon.hardware.shelf,read-create,HIGH,engineer,provisioning(read-create),The serial number of this shelf.
1.3.6.1.4.1.3902.1082.500.21.2.1.3.1.5,zxAnGponOPGemPortEncrypt,entity.zte.gpon.logical.gem_port,read-create,HIGH,engineer,provisioning(read-create),The encrypt state of this GEM port.
1.3.6.1.4.1.3902.1082.500.21.2.1.3.1.2,zxAnGponOPGemPortName,entity.zte.gpon.logical.gem_port,read-create,HIGH,engineer,provisioning(read-create),Name of the GEM port.
1.3.6.1.4.1.3902.1082.500.21.2.1.4.1.2,zxAnGponOPMappingGemPort,entity.zte.gpon.logical.gem_port,read-create,HIGH,engineer,provisioning(read-create),GEM port index of service.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.2,zxAnSrvPortAdminStatus,entity.zte.gpon.logical.service_port,read-create,HIGH,operator,service-affecting:adminstatus,The administrative state of the service port.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.5,zxAnSrvPortBrgIfId,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),Vport index from 1 to 128.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.18,zxAnSrvPortCVid,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),The network side CVLAN.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.35,zxAnSrvPortCarThresh,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),CAR (Commit Access Rate) threshold.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.34,zxAnSrvPortCosList,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),CoS list.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.20,zxAnSrvPortCtagCos,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),This object indicates network side CVLAN CoS.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.42,zxAnSrvPortCvidExpandMode,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),The network side CVLAN expanding mode.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.1,zxAnSrvPortDesc,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),A service port description string.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.28,zxAnSrvPortEgressTrafficPrf,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),Egress traffic profile.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.13,zxAnSrvPortEndUserVid,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),User inner end vlan.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.44,zxAnSrvPortExpandNumber,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),The number of the expanding rules of the service port.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.27,zxAnSrvPortIngressTrafficPrf,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),Ingress traffic profile.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.29,zxAnSrvPortQueueId,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),Service port queue ID.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.19,zxAnSrvPortSVid,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),The network side SVLAN.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.4,zxAnSrvPortServiceMode,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),A traffic type for a service port.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.21,zxAnSrvPortStagCos,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),This object indicates network side SVLAN CoS.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.12,zxAnSrvPortStartUserVid,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),User inner start VLAN.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.43,zxAnSrvPortSvidExpandMode,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),The network side SVLAN expanding mode.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.33,zxAnSrvPortTlsCVid,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),TLS CVLAN.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.22,zxAnSrvPortTlsSVid,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),TLS SVLAN.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.10,zxAnSrvPortUserCos,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),"User priority, from 0 to 7."
1.3.6.1.4.1.3902.1082.110.5.2.2.1.15,zxAnSrvPortUserDefinedEthType,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),Specify the user side of ethernet packet type that is defined by user.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.14,zxAnSrvPortUserEthType,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),User Ethernet type.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.9,zxAnSrvPortUserSVid,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),User inner SVLAN.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.11,zxAnSrvPortUserStagCos,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),"User SVLAN priority,from 0 to 7."
1.3.6.1.4.1.3902.1082.110.5.2.2.1.8,zxAnSrvPortUserVid,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),User inner VLAN.
1.3.6.1.4.1.3902.1082.110.5.2.2.1.41,zxAnSrvPortUserVidExpandMode,entity.zte.gpon.logical.service_port,read-create,HIGH,engineer,provisioning(read-create),User inner VLAN expanding mode.
1.3.6.1.4.1.3902.1082.40.50.2.6.3.1.3,zxAnVlanBasedFwdIfIndex,entity.zte.gpon.logical.vlan,read-create,HIGH,engineer,provisioning(read-create),An index for port.
1.3.6.1.4.1.3902.1082.40.50.2.6.3.1.5,zxAnVlanBasedFwdOtherIfIndex,entity.zte.gpon.logical.vlan,read-create,HIGH,engineer,provisioning(read-create),An index of the other port.
1.3.6.1.4.1.3902.1082.40.50.2.6.3.1.6,zxAnVlanBasedFwdOtherSubIfIndex,entity.zte.gpon.logical.vlan,read-create,HIGH,engineer,provisioning(read-create),An index of the other port.
1.3.6.1.4.1.3902.1082.40.50.2.6.3.1.4,zxAnVlanBasedFwdSubIfIndex,entity.zte.gpon.logical.vlan,read-create,HIGH,engineer,provisioning(read-create),An index for port.
1.3.6.1.4.1.3902.1082.40.50.2.13.2.1.1,zxAnVlanCopyCosToInnerDirection,entity.zte.gpon.logical.vlan,read-create,HIGH,engineer,provisioning(read-create),Direction.
1.3.6.1.4.1.3902.1082.40.50.2.13.2.1.2,zxAnVlanCopyCosToInnerMode,entity.zte.gpon.logical.vlan,read-create,HIGH,engineer,provisioning(read-create),networkSide(1) - The rule is used in network side.
1.3.6.1.4.1.3902.1082.40.50.2.13.3.1.1,zxAnVlanCopyCosToOuterDirection,entity.zte.gpon.logical.vlan,read-create,HIGH,engineer,provisioning(read-create),Direction.
1.3.6.1.4.1.3902.1082.40.50.2.13.3.1.2,zxAnVlanCopyCosToOuterMode,entity.zte.gpon.logical.vlan,read-create,HIGH,engineer,provisioning(read-create),networkSide(1) - The rule is used in network side.
1.3.6.1.4.1.3902.1082.40.50.2.1.2.1.3,zxAnVlanDesc,entity.zte.gpon.logical.vlan,read-create,HIGH,engineer,provisioning(read-create),The description of VLAN.
1.3.6.1.4.1.3902.1082.40.50.2.1.4.1.2,zxAnVlanIfConfTlsEnable,entity.zte.gpon.logical.vlan,read-write,HIGH,operator,service-affecting:enable,The Transparent LAN Service enable or disable.
1.3.6.1.4.1.3902.1082.40.50.2.1.4.1.11,zxAnVlanIfConfTpidEnable,entity.zte.gpon.logical.vlan,read-write,HIGH,operator,service-affecting:enable,Enable or disable zxAnVlanIfConfTpid.
1.3.6.1.4.1.3902.1082.40.50.2.3.5.1.4,zxAnVlanIfExtTransCVid,entity.zte.gpon.logical.vlan,read-create,HIGH,engineer,provisioning(read-create),C-VID after VLAN translation.
